Include,Index,Color,Sensor Location,Sensor Type,Sensor Lot No,Sensor Info,Replicate Group,Baseline Loc.,Assoc. (Sample) Loc.,Sample ID,Sample Info,Dissoc. Loc.,Loading Loc.,Loading Sample ID,Loading Conc. (ug/ml),Loading Response,Cycle,Conc. (nM),Response,KD (M),KD2,KD Error,KD2 Error,ka (1/Ms),ka2,ka Error,ka2 Error,kdis (1/s),kdis2,kdis Error,kdis2 Error,Rmax,Rmax2,Rmax Error,Rmax2 Error,kobs (1/s),kobs2,kobs Error,kobs2 Error,Req,Req2,Req/Rmax(%),Req2/Rmax2,RSS,Full R^2,KD(%),KD2(%),File location,
x,66,#008796,t1G1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1G7,p1G10,H7,,p1G8,p1G4,Fab10,20,1.17,3,15.6,0.071,2.215E-08,3.745E-08,2.566E-09,7.464E-09,1.146E05,2.344E06,1.316E04,4.521E05,2.538E-03,8.776E-02,3.913E-05,4.399E-03,0.2274,0.0565,0.0217,0.009,4.329E-03,1.244E-01,2.448E-04,1.147E-02,0.0941,0.0166,41.4,29.4,0.0104,0.972,80.0,20.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\H1_H7\260204_007.frd,
x,67,#008796,t1G1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1G7,p1G9,H1,,p1G8,p1G5,Fab11,20,1.40,4,15.6,0.0502,2.023E-09,1.477E-08,2.601E-10,1.659E-09,8.238E06,1.802E05,9.601E05,1.974E04,1.667E-02,2.662E-03,9.046E-04,6.548E-05,0.013,0.1131,0.0007,0.0085,1.454E-01,5.478E-03,1.591E-02,3.741E-04,0.0115,0.0581,88.5,51.4,0.0103,0.9506,10.0,90.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\H1_H7\260204_007.frd,
x,68,#008796,t1G1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1G7,p1G10,H7,,p1G8,p1G5,Fab11,20,1.40,4,15.6,0.0609,1.510E-08,1.669E-08,2.366E-09,1.137E-09,6.768E06,2.393E05,9.850E05,1.602E04,1.022E-01,3.994E-03,5.927E-03,5.098E-05,0.0296,0.1195,0.0026,0.0056,2.080E-01,7.735E-03,2.132E-02,3.014E-04,0.0151,0.0578,50.9,48.4,0.0107,0.9678,20.0,80.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\H1_H7\260204_007.frd,
x,69,#008796,t1G1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1G7,p1G9,H1,,p1G8,p1G6,WT,20,1.42,5,15.6,0.0258,9.565E-10,1.203E-07,2.400E-08,2.474E-05,1.184E07,9.404E04,1.833E07,1.919E07,1.133E-02,1.131E-02,2.836E-01,3.002E-01,0.0144,0.1202,0.0221,24.5246,1.964E-01,1.278E-02,5.701E-01,6.001E-01,0.0135,0.0138,94.2,11.5,0.0111,0.9246,11.0,89.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\H1_H7\260204_007.frd,
x,70,#008796,t1G1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1G7,p1G10,H7,,p1G8,p1G6,WT,20,1.42,5,15.6,0.0278,8.542E-07,1.448E-05,1.439E-06,,3.820E04,2.448E08,6.432E04,,3.263E-02,3.545E03,1.206E-03,2.058E04,1.1957,5.1391,1.9946,,3.323E-02,3.549E03,2.211E-03,,0.0215,0.0055,1.8,0.1,0.0356,0.905,19.0,81.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\H1_H7\260204_007.frd,
x,71,#F06EA5,t1H1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1H7,p1H9,Buffer,,p1H8,p1H2,Buffer,N/A,0.05,1,N/A,0.0601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\H1_H7\260204_008.frd,
x,72,#F06EA5,t1H1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1H7,p1H10,Buffer,,p1H8,p1H2,Buffer,N/A,0.06,1,N/A,0.0682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\H1_H7\260204_008.frd,
x,73,#F06EA5,t1H1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1H7,p1H9,Buffer,,p1H8,p1H3,Buffer,N/A,0.05,2,N/A,0.0617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\H1_H7\260204_008.frd,
x,74,#F06EA5,t1H1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1H7,p1H10,Buffer,,p1H8,p1H3,Buffer,N/A,0.05,2,N/A,0.0636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\H1_H7\260204_008.frd,
x,75,#F06EA5,t1H1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1H7,p1H9,Buffer,,p1H8,p1H4,Buffer,N/A,0.05,3,N/A,0.0552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\H1_H7\260204_008.frd,
x,76,#F06EA5,t1H1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1H7,p1H10,Buffer,,p1H8,p1H4,Buffer,N/A,0.05,3,N/A,0.0579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\H1_H7\260204_008.frd,
x,77,#F06EA5,t1H1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1H7,p1H9,Buffer,,p1H8,p1H5,Buffer,N/A,0.05,4,N/A,0.0514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\H1_H7\260204_008.frd,
x,78,#F06EA5,t1H1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1H7,p1H10,Buffer,,p1H8,p1H5,Buffer,N/A,0.04,4,N/A,0.0526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\H1_H7\260204_008.frd,
x,79,#F06EA5,t1H1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1H7,p1H9,Buffer,,p1H8,p1H6,Buffer,N/A,0.05,5,N/A,0.0501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\H1_H7\260204_008.frd,
x,80,#F06EA5,t1H1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1H7,p1H10,Buffer,,p1H8,p1H6,Buffer,N/A,0.04,5,N/A,0.0501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\H1_H7\260204_008.frd,
