Include,Index,Color,Sensor Location,Sensor Type,Sensor Lot No,Sensor Info,Replicate Group,Baseline Loc.,Assoc. (Sample) Loc.,Sample ID,Sample Info,Dissoc. Loc.,Loading Loc.,Loading Sample ID,Loading Conc. (ug/ml),Loading Response,Cycle,Conc. (nM),Response,KD (M),KD2,KD Error,KD2 Error,ka (1/Ms),ka2,ka Error,ka2 Error,kdis (1/s),kdis2,kdis Error,kdis2 Error,Rmax,Rmax2,Rmax Error,Rmax2 Error,kobs (1/s),kobs2,kobs Error,kobs2 Error,Req,Req2,Req/Rmax(%),Req2/Rmax2,RSS,Full R^2,KD(%),KD2(%),File location,
x,56,#462882,t1F1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1F7,p1F10,Tx24,,p1F8,p1F4,Fab10,20,1.18,3,31.3,0.5056,<1.0E-12,1.020E-08,<1.0E-12,3.516E-09,1.663E05,1.883E05,3.038E04,4.400E04,<1.0E-07,1.921E-03,<1.0E-07,4.866E-04,0.4519,0.3483,0.0888,0.0819,5.198E-03,7.805E-03,9.504E-04,1.861E-03,0.4519,0.2626,100.0,75.4,0.1525,0.9953,56.0,44.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\KDs_mabs\260130_006.frd,
x,57,#462882,t1F1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1F7,p1F9,Vtn,,p1F8,p1F5,Fab11,20,1.45,4,31.3,0.1625,<1.0E-12,7.980E-09,<1.0E-12,4.333E-10,2.261E05,9.767E05,7.987E03,2.860E04,<1.0E-07,7.794E-03,<1.0E-07,3.564E-04,0.1258,0.076,0.0021,0.0014,7.066E-03,3.831E-02,2.512E-04,1.250E-03,0.1258,0.0605,100.0,79.7,0.0465,0.973,62.0,38.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\KDs_mabs\260130_006.frd,
x,58,#462882,t1F1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1F7,p1F10,Tx24,,p1F8,p1F5,Fab11,20,1.45,4,31.3,0.4581,<1.0E-12,1.245E-08,<1.0E-12,3.176E-09,1.802E05,2.058E05,2.563E04,3.931E04,<1.0E-07,2.564E-03,<1.0E-07,4.334E-04,0.3976,0.3037,0.0511,0.0469,5.631E-03,8.996E-03,8.019E-04,1.662E-03,0.3976,0.2172,100.0,71.5,0.1464,0.9941,57.0,43.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\KDs_mabs\260130_006.frd,
x,59,#462882,t1F1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1F7,p1F9,Vtn,,p1F8,p1F6,WT,20,1.24,5,31.3,0.1306,3.602E-09,4.648E-09,1.474E-10,2.279E-10,2.064E05,5.167E06,4.146E03,2.295E05,7.434E-04,2.401E-02,2.650E-05,4.991E-04,0.1411,0.0392,0.0013,0.0007,7.194E-03,1.855E-01,1.561E-04,7.671E-03,0.1265,0.0341,89.7,87.1,0.0127,0.9876,78.0,22.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\KDs_mabs\260130_006.frd,
x,60,#462882,t1F1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1F7,p1F10,Tx24,,p1F8,p1F6,WT,20,1.24,5,31.3,0.3742,<1.0E-12,1.452E-08,<1.0E-12,2.661E-09,2.010E05,2.385E05,2.075E04,3.423E04,<1.0E-07,3.463E-03,<1.0E-07,3.951E-04,0.3101,0.2348,0.025,0.0225,6.281E-03,1.092E-02,6.494E-04,1.465E-03,0.3101,0.1603,100.0,68.3,0.1165,0.9922,57.0,43.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\KDs_mabs\260130_006.frd,
x,61,#008796,t1G1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1G7,p1G9,Vtn,,p1G8,p1G2,Fab22,20,1.54,1,15.6,0.1433,2.214E-09,2.806E-09,1.234E-10,1.506E-10,1.989E05,7.806E06,6.395E03,3.752E05,4.404E-04,2.191E-02,2.007E-05,5.223E-04,0.2649,0.0336,0.0056,0.0007,3.550E-03,1.439E-01,1.200E-04,6.387E-03,0.232,0.0285,87.6,84.8,0.0115,0.9933,89.0,11.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\KDs_mabs\260130_007.frd,
x,62,#008796,t1G1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1G7,p1G10,Tx24,,p1G8,p1G2,Fab22,20,1.61,1,15.6,0.4521,<1.0E-12,6.277E-09,,3.177E-09,2.839E05,2.831E05,8.313E04,1.195E05,<1.0E-07,1.777E-03,,4.965E-04,0.4494,0.3617,0.1227,0.1312,4.437E-03,6.203E-03,,2.365E-03,0.4494,0.2581,100.0,71.3,0.1082,0.9961,55.0,45.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\KDs_mabs\260130_007.frd,
x,63,#008796,t1G1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1G7,p1G9,Vtn,,p1G8,p1G3,Fab6,20,1.28,2,15.6,0.1241,1.350E-09,1.794E-09,8.098E-11,9.199E-11,3.307E05,9.343E06,8.196E03,4.329E05,4.462E-04,1.676E-02,2.439E-05,3.681E-04,0.1521,0.0337,0.0018,0.0006,5.614E-03,1.628E-01,1.525E-04,7.134E-03,0.14,0.0302,92.1,89.7,0.0116,0.9888,82.0,18.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\KDs_mabs\260130_007.frd,
x,64,#008796,t1G1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1G7,p1G10,Tx24,,p1G8,p1G3,Fab6,20,1.27,2,15.6,0.3323,<1.0E-12,6.859E-09,<1.0E-12,1.978E-09,3.402E05,3.698E05,5.628E04,8.585E04,<1.0E-07,2.536E-03,<1.0E-07,4.338E-04,0.2988,0.2323,0.0426,0.0416,5.317E-03,8.316E-03,8.807E-04,1.776E-03,0.2988,0.1614,100.0,69.5,0.0749,0.9944,56.0,44.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\KDs_mabs\260130_007.frd,
x,65,#008796,t1G1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1G7,p1G9,Vtn,,p1G8,p1G4,Fab10,20,1.17,3,15.6,0.1209,4.916E-10,1.470E-09,5.848E-11,8.096E-11,4.063E05,1.173E07,8.139E03,5.885E05,1.997E-04,1.725E-02,2.342E-05,3.918E-04,0.1313,0.0316,0.0011,0.0006,6.550E-03,2.006E-01,1.506E-04,9.590E-03,0.1273,0.0289,97.0,91.4,0.0118,0.9878,81.0,19.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\KDs_mabs\260130_007.frd,
x,66,#008796,t1G1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1G7,p1G10,Tx24,,p1G8,p1G4,Fab10,20,1.17,3,15.6,0.3265,<1.0E-12,6.278E-09,,2.096E-09,3.441E05,3.719E05,6.408E04,9.721E04,1.246E-07,2.334E-03,,4.848E-04,0.2911,0.2248,0.0489,0.0476,5.378E-03,8.147E-03,,2.004E-03,0.2911,0.1604,100.0,71.3,0.0799,0.9939,56.0,44.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\KDs_mabs\260130_007.frd,
x,67,#008796,t1G1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1G7,p1G9,Vtn,,p1G8,p1G5,Fab11,20,1.45,4,15.6,0.1076,2.586E-09,2.641E-09,1.140E-10,1.590E-10,3.309E05,8.627E06,9.064E03,4.681E05,8.556E-04,2.278E-02,2.958E-05,5.941E-04,0.138,0.0297,0.0019,0.0007,6.028E-03,1.576E-01,1.712E-04,7.911E-03,0.1184,0.0254,85.8,85.5,0.0109,0.986,82.0,18.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\KDs_mabs\260130_007.frd,
x,68,#008796,t1G1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1G7,p1G10,Tx24,,p1G8,p1G5,Fab11,20,1.46,4,15.6,0.2954,<1.0E-12,7.201E-09,<1.0E-12,1.546E-09,3.798E05,4.540E05,4.712E04,7.567E04,<1.0E-07,3.269E-03,<1.0E-07,4.426E-04,0.2498,0.19,0.025,0.0221,5.936E-03,1.036E-02,7.377E-04,1.625E-03,0.2498,0.1301,100.0,68.5,0.0861,0.9908,57.0,43.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\KDs_mabs\260130_007.frd,
x,69,#008796,t1G1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1G7,p1G9,Vtn,,p1G8,p1G6,WT,20,1.24,5,15.6,0.0881,2.819E-09,3.031E-09,1.519E-10,2.154E-10,3.813E05,7.332E06,1.295E04,4.670E05,1.075E-03,2.223E-02,4.499E-05,6.996E-04,0.1018,0.0277,0.0015,0.0008,7.035E-03,1.368E-01,2.474E-04,7.999E-03,0.0863,0.0232,84.7,83.8,0.0121,0.9762,79.0,21.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\KDs_mabs\260130_007.frd,
x,70,#008796,t1G1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1G7,p1G10,Tx24,,p1G8,p1G6,WT,20,1.24,5,15.6,0.2427,<1.0E-12,9.090E-09,<1.0E-12,1.442E-09,4.064E05,4.904E05,3.751E04,6.526E04,<1.0E-07,4.458E-03,<1.0E-07,3.851E-04,0.2022,0.1556,0.0128,0.0119,6.351E-03,1.212E-02,5.874E-04,1.405E-03,0.2022,0.0984,100.0,63.2,0.0608,0.9897,57.0,43.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\KDs_mabs\260130_007.frd,
x,71,#F06EA5,t1H1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1H7,p1H9,Buffer,,p1H8,p1H2,Buffer,N/A,0.05,1,N/A,0.0671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\KDs_mabs\260130_008.frd,
x,72,#F06EA5,t1H1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1H7,p1H10,Buffer,,p1H8,p1H2,Buffer,N/A,0.06,1,N/A,0.0777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\KDs_mabs\260130_008.frd,
x,73,#F06EA5,t1H1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1H7,p1H9,Buffer,,p1H8,p1H3,Buffer,N/A,0.06,2,N/A,0.0681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\KDs_mabs\260130_008.frd,
x,74,#F06EA5,t1H1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1H7,p1H10,Buffer,,p1H8,p1H3,Buffer,N/A,0.06,2,N/A,0.0714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\KDs_mabs\260130_008.frd,
x,75,#F06EA5,t1H1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1H7,p1H9,Buffer,,p1H8,p1H4,Buffer,N/A,0.06,3,N/A,0.0601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\KDs_mabs\260130_008.frd,
x,76,#F06EA5,t1H1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1H7,p1H10,Buffer,,p1H8,p1H4,Buffer,N/A,0.06,3,N/A,0.0671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\KDs_mabs\260130_008.frd,
x,77,#F06EA5,t1H1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1H7,p1H9,Buffer,,p1H8,p1H5,Buffer,N/A,0.05,4,N/A,0.0542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\KDs_mabs\260130_008.frd,
x,78,#F06EA5,t1H1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1H7,p1H10,Buffer,,p1H8,p1H5,Buffer,N/A,0.05,4,N/A,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\KDs_mabs\260130_008.frd,
x,79,#F06EA5,t1H1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1H7,p1H9,Buffer,,p1H8,p1H6,Buffer,N/A,0.05,5,N/A,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\KDs_mabs\260130_008.frd,
x,80,#F06EA5,t1H1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1H7,p1H10,Buffer,,p1H8,p1H6,Buffer,N/A,0.05,5,N/A,0.0513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\KDs_mabs\260130_008.frd,
