Include,Index,Color,Sensor Location,Sensor Type,Sensor Lot No,Sensor Info,Replicate Group,Baseline Loc.,Assoc. (Sample) Loc.,Sample ID,Sample Info,Dissoc. Loc.,Loading Loc.,Loading Sample ID,Loading Conc. (ug/ml),Loading Response,Cycle,Conc. (nM),Response,KD (M),KD2,KD Error,KD2 Error,ka (1/Ms),ka2,ka Error,ka2 Error,kdis (1/s),kdis2,kdis Error,kdis2 Error,Rmax,Rmax2,Rmax Error,Rmax2 Error,kobs (1/s),kobs2,kobs Error,kobs2 Error,Req,Req2,Req/Rmax(%),Req2/Rmax2,RSS,Full R^2,KD(%),KD2(%),File location,
x,11,#00B9BE,t1C1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1C1,p1C6,Vietnam,,p1C3,p1C2,WT,20,1.06,1,250,0.5653,1.345E-12,5.688E-08,5.018E-11,5.781E-09,3.589E04,8.741E04,1.556E03,3.737E03,<1.0E-07,4.972E-03,<1.0E-07,4.584E-04,0.3794,0.2623,0.0138,0.0122,8.973E-03,2.682E-02,3.909E-04,1.393E-03,0.3794,0.2137,100.0,81.5,0.6159,0.9725,59.0,41.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_003.frd,
x,12,#00B9BE,t1C1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1C1,p1C6,Vietnam,,p1C3,p1C4,Fab22,20,1.49,2,250,0.6103,1.515E-12,4.183E-08,,5.932E-09,3.517E04,9.266E04,2.056E03,4.624E03,<1.0E-07,3.877E-03,,5.145E-04,0.4056,0.2751,0.0214,0.0221,8.793E-03,2.704E-02,,1.670E-03,0.4055,0.2357,100.0,85.7,0.7479,0.9717,60.0,40.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_003.frd,
x,13,#00AA46,t1D1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1D1,p1D5,Texas,,p1D3,p1D2,WT,20,1.06,1,125,1.2316,1.413E-12,1.845E-08,,1.710E-08,3.760E04,4.105E04,1.028E04,1.381E04,<1.0E-07,7.576E-04,,6.542E-04,1.1476,0.8939,0.7515,0.7339,4.700E-03,5.889E-03,,2.381E-03,1.1475,0.7789,100.0,87.1,0.3585,0.9985,56.0,44.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_004.frd,
x,14,#00AA46,t1D1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1D1,p1D5,Texas,,p1D3,p1D4,Fab22,20,1.51,2,125,1.3618,3.058E-12,1.262E-08,,2.017E-08,3.636E04,3.870E04,1.953E04,1.591E04,1.112E-07,4.885E-04,,7.543E-04,1.01,1.2902,1.9492,1.9291,4.546E-03,5.326E-03,,2.743E-03,1.01,1.1718,100.0,90.8,0.4211,0.9985,44.0,56.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_004.frd,
x,15,#00AA46,t1D1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1D1,p1D6,Vietnam,,p1D3,p1D2,WT,20,1.08,1,125,0.3373,<1.0E-12,3.378E-08,<1.0E-12,3.539E-09,6.784E04,1.577E05,3.088E03,7.697E03,<1.0E-07,5.328E-03,<1.0E-07,4.940E-04,0.2393,0.1542,0.0084,0.0067,8.480E-03,2.504E-02,3.879E-04,1.456E-03,0.2393,0.1214,100.0,78.7,0.2406,0.9705,61.0,39.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_004.frd,
x,16,#00AA46,t1D1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1D1,p1D6,Vietnam,,p1D3,p1D4,Fab22,20,1.50,2,125,0.359,<1.0E-12,2.610E-08,<1.0E-12,4.574E-09,7.347E04,1.423E05,4.415E03,9.159E03,<1.0E-07,3.715E-03,<1.0E-07,6.054E-04,0.2382,0.1638,0.0172,0.0158,9.183E-03,2.150E-02,5.538E-04,1.750E-03,0.2382,0.1355,100.0,82.7,0.2891,0.9703,59.0,41.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_004.frd,
x,17,#FF7F00,t1E1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1E1,p1E5,Texas,,p1E3,p1E2,WT,20,1.04,1,62.5,0.7273,<1.0E-12,1.217E-08,,5.815E-08,7.223E04,6.215E04,2.007E05,2.909E05,<1.0E-07,7.562E-04,,7.332E-04,0.7297,0.5851,1.462,2.0402,4.514E-03,4.641E-03,,1.891E-02,0.7297,0.4898,100.0,83.7,0.1347,0.9984,55.0,45.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_005.frd,
x,18,#FF7F00,t1E1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1E1,p1E5,Texas,,p1E3,p1E4,Fab22,20,1.50,2,62.5,0.8074,1.711E-12,1.079E-08,,1.101E-07,7.218E04,6.073E04,4.148E05,6.149E05,1.235E-07,6.551E-04,,8.326E-04,0.8126,0.6535,2.7255,4.2658,4.511E-03,4.451E-03,,3.926E-02,0.8126,0.5573,100.0,85.3,0.1632,0.9984,55.0,45.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_005.frd,
x,19,#FF7F00,t1E1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1E1,p1E6,Vietnam,,p1E3,p1E2,WT,20,1.07,1,62.5,0.2177,4.234E-09,5.094E-08,1.570E-10,2.517E-09,9.097E04,1.211E06,1.216E03,5.420E04,3.851E-04,6.169E-02,1.332E-05,1.292E-03,0.2647,0.0797,0.0019,0.0021,6.071E-03,1.374E-01,8.930E-05,4.679E-03,0.2479,0.0439,93.7,55.1,0.015,0.9954,77.0,23.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_005.frd,
x,20,#FF7F00,t1E1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1E1,p1E6,Vietnam,,p1E3,p1E4,Fab22,20,1.49,2,62.5,0.2242,1.870E-09,1.631E-07,1.566E-10,1.468E-08,8.179E04,4.534E05,1.222E03,3.952E04,1.530E-04,7.395E-02,1.261E-05,1.656E-03,0.2873,0.1607,0.0024,0.0118,5.265E-03,1.023E-01,8.897E-05,4.126E-03,0.279,0.0445,97.1,27.7,0.0164,0.9957,64.0,36.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_005.frd,
x,21,#462882,t1F1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1F1,p1F5,Texas,,p1F3,p1F2,WT,20,1.05,1,31.3,0.404,<1.0E-12,2.474E-09,,7.461E-09,1.024E05,1.455E05,1.099E05,6.269E04,<1.0E-07,3.598E-04,,1.074E-03,0.3449,0.4202,1.249,1.2748,3.201E-03,4.905E-03,,3.033E-03,0.3449,0.3893,100.0,92.7,0.0486,0.9982,45.0,55.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_006.frd,
x,22,#462882,t1F1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1F1,p1F5,Texas,,p1F3,p1F4,Fab22,20,1.50,2,31.3,0.4528,<1.0E-12,1.274E-09,,1.363E-08,1.140E05,1.481E05,2.885E05,1.666E05,<1.0E-07,1.887E-04,,2.008E-03,0.3661,0.4548,4.9303,4.9836,3.562E-03,4.818E-03,,7.215E-03,0.3661,0.437,100.0,96.1,0.0661,0.9981,45.0,55.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_006.frd,
x,23,#462882,t1F1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1F1,p1F6,Vietnam,,p1F3,p1F2,WT,20,1.08,1,31.3,0.1331,6.233E-10,2.689E-08,8.986E-11,2.073E-09,2.116E05,2.445E06,3.629E03,1.717E05,1.319E-04,6.575E-02,1.888E-05,2.096E-03,0.1479,0.0494,0.0012,0.0021,6.744E-03,1.422E-01,1.323E-04,7.460E-03,0.145,0.0266,98.0,53.8,0.0127,0.9898,75.0,25.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_006.frd,
x,24,#462882,t1F1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1F1,p1F6,Vietnam,,p1F3,p1F4,Fab22,20,1.50,2,31.3,0.1371,<1.0E-12,7.570E-08,,1.336E-08,2.079E05,1.327E06,3.494E03,2.292E05,<1.0E-07,1.004E-01,,3.650E-03,0.1586,0.077,0.0013,0.0109,6.496E-03,1.419E-01,,1.081E-02,0.1586,0.0225,100.0,29.2,0.0138,0.9909,67.0,33.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_006.frd,
x,25,#008796,t1G1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1G1,p1G5,Texas,,p1G3,p1G2,WT,20,1.06,1,15.6,0.2198,<1.0E-12,3.500E-10,,,3.071E05,3.286E05,,,1.071E-07,1.150E-04,,,0.1974,0.1517,,,4.801E-03,5.251E-03,,,0.1973,0.1484,100.0,97.8,0.0339,0.9955,57.0,43.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_007.frd,
x,26,#008796,t1G1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1G1,p1G5,Texas,,p1G3,p1G4,Fab22,20,1.50,2,15.6,0.2486,<1.0E-12,<1.0E-12,<1.0E-12,<1.0E-12,3.064E05,2.743E05,3.187E06,4.307E06,<1.0E-07,<1.0E-07,<1.0E-07,<1.0E-07,0.234,0.184,47.5676,47.5476,4.789E-03,4.288E-03,4.982E-02,6.733E-02,0.234,0.184,100.0,100.0,0.0374,0.9965,56.0,44.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_007.frd,
x,27,#008796,t1G1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1G1,p1G6,Vietnam,,p1G3,p1G2,WT,20,1.10,1,15.6,0.0773,<1.0E-12,1.052E-09,,5.254E-10,7.300E05,1.982E06,1.508E05,3.592E05,1.403E-07,2.084E-03,,9.701E-04,0.0451,0.0316,0.0106,0.0118,1.141E-02,3.306E-02,,6.584E-03,0.0451,0.0296,100.0,93.7,0.0329,0.9185,59.0,41.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_007.frd,
x,28,#008796,t1G1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1G1,p1G6,Vietnam,,p1G3,p1G4,Fab22,20,1.50,2,15.6,0.0786,<1.0E-12,<1.0E-12,,,6.039E05,1.708E06,,2.562E05,<1.0E-07,2.411E-07,,,0.0461,0.0325,0.0078,,9.439E-03,2.670E-02,,,0.0461,0.0325,100.0,100.0,0.0328,0.9403,59.0,41.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_007.frd,
x,29,#F06EA5,t1H1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1H1,p1H5,Buffer,,p1H3,p1H2,Buffer,N/A,0.04,1,N/A,0.0526,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_008.frd,
x,30,#F06EA5,t1H1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1H1,p1H5,Buffer,,p1H3,p1H4,Buffer,N/A,0.06,2,N/A,0.0569,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_008.frd,
x,31,#F06EA5,t1H1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1H1,p1H6,Buffer,,p1H3,p1H2,Buffer,N/A,0.05,1,N/A,0.0608,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_008.frd,
x,32,#F06EA5,t1H1,FAB2G (Anti-Fab 2nd generation),,,N/A,p1H1,p1H6,Buffer,,p1H3,p1H4,Buffer,N/A,0.05,2,N/A,0.0553,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_008.frd,
x,33,#808080,t1A2,FAB2G (Anti-Fab 2nd generation),,,N/A,p1A1,p1A7,Sing57,,p1A3,p1A2,WT,20,1.04,1,1000,0.1586,4.105E-12,1.920E-07,1.867E-10,1.417E-07,1.176E04,1.211E04,2.590E03,5.587E03,<1.0E-07,2.325E-03,<1.0E-07,1.340E-03,0.1077,0.0603,0.0268,0.0263,1.176E-02,1.444E-02,2.592E-03,6.928E-03,0.1077,0.0506,100.0,83.9,0.0876,0.9588,64.0,36.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_009.frd,
x,34,#808080,t1A2,FAB2G (Anti-Fab 2nd generation),,,N/A,p1A1,p1A7,Sing57,,p1A3,p1A4,Fab22,20,1.51,2,1000,0.2437,4.747E-12,1.613E-07,1.649E-10,2.828E-07,1.016E04,7.013E03,2.314E03,6.175E03,<1.0E-07,1.131E-03,<1.0E-07,1.715E-03,0.1702,0.1164,0.127,0.1121,1.016E-02,8.145E-03,2.315E-03,7.890E-03,0.1702,0.1003,100.0,86.1,0.1172,0.9822,59.0,41.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_009.frd,
x,35,#808080,t1A2,FAB2G (Anti-Fab 2nd generation),,,N/A,p1A1,p1A8,Annui,,p1A3,p1A2,WT,20,1.10,1,1000,0.6476,5.784E-12,9.268E-08,1.981E-10,1.372E-08,8.342E03,3.184E04,7.515E02,2.015E03,<1.0E-07,2.951E-03,<1.0E-07,3.947E-04,0.4384,0.2817,0.0194,0.0277,8.342E-03,3.479E-02,7.532E-04,2.410E-03,0.4384,0.2578,100.0,91.5,0.6606,0.9775,61.0,39.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_009.frd,
x,36,#808080,t1A2,FAB2G (Anti-Fab 2nd generation),,,N/A,p1A1,p1A8,Annui,,p1A3,p1A4,Fab22,20,1.51,2,1000,0.9056,6.369E-12,6.960E-08,1.779E-10,1.768E-08,7.576E03,2.506E04,1.204E03,2.402E03,<1.0E-07,1.745E-03,<1.0E-07,4.103E-04,0.6375,0.4005,0.0556,0.0789,7.576E-03,2.681E-02,1.206E-03,2.813E-03,0.6375,0.3744,100.0,93.5,0.8571,0.9877,61.0,39.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_009.frd,
x,37,#236D41,t1B2,FAB2G (Anti-Fab 2nd generation),,,N/A,p1B1,p1B7,Sing57,,p1B3,p1B2,WT,20,1.03,1,500,0.0769,5.033E-12,6.689E-09,,9.521E-07,2.867E04,2.375E04,1.770E05,3.653E05,1.443E-07,1.589E-04,,2.248E-02,0.0458,0.0263,3.5456,3.5348,1.434E-02,1.204E-02,,2.051E-01,0.0458,0.0259,100.0,98.7,0.0359,0.9298,64.0,36.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_010.frd,
x,38,#236D41,t1B2,FAB2G (Anti-Fab 2nd generation),,,N/A,p1B1,p1B7,Sing57,,p1B3,p1B4,Fab22,20,1.49,2,500,0.1257,3.357E-12,2.913E-11,1.891E-10,2.113E-09,1.437E04,2.649E04,6.524E04,9.586E04,<1.0E-07,7.718E-07,<1.0E-07,5.592E-05,0.0884,0.0551,0.8146,0.8561,7.186E-03,1.325E-02,3.262E-02,4.799E-02,0.0884,0.0551,100.0,100.0,0.0613,0.9689,62.0,38.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_010.frd,
x,39,#236D41,t1B2,FAB2G (Anti-Fab 2nd generation),,,N/A,p1B1,p1B8,Annui,,p1B3,p1B2,WT,20,1.09,1,500,0.4437,3.140E-12,7.058E-08,,1.419E-08,1.690E04,4.206E04,1.363E03,2.624E03,<1.0E-07,2.969E-03,,5.673E-04,0.2985,0.2014,0.0244,0.0264,8.450E-03,2.400E-02,,1.879E-03,0.2985,0.1765,100.0,87.6,0.356,0.9765,60.0,40.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_010.frd,
x,40,#236D41,t1B2,FAB2G (Anti-Fab 2nd generation),,,N/A,p1B1,p1B8,Annui,,p1B3,p1B4,Fab22,20,1.50,2,500,0.6185,3.438E-12,5.839E-08,,1.939E-08,1.544E04,3.330E04,1.892E03,2.842E03,<1.0E-07,1.945E-03,,6.242E-04,0.4289,0.2918,0.0681,0.0736,7.721E-03,1.860E-02,,2.045E-03,0.4289,0.2613,100.0,89.5,0.4606,0.9868,60.0,40.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_010.frd,
x,41,#00A0E6,t1C2,FAB2G (Anti-Fab 2nd generation),,,N/A,p1C1,p1C7,Sing57,,p1C3,p1C2,WT,20,1.03,1,250,0.0424,<1.0E-12,5.218E-08,<1.0E-12,1.427E-07,8.836E04,7.743E04,1.107E05,2.065E05,<1.0E-07,4.040E-03,<1.0E-07,2.455E-03,0.0223,0.0148,0.0059,0.0104,2.209E-02,2.340E-02,2.768E-02,5.409E-02,0.0223,0.0123,100.0,82.7,0.045,0.6682,60.0,40.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_011.frd,
x,42,#00A0E6,t1C2,FAB2G (Anti-Fab 2nd generation),,,N/A,p1C1,p1C7,Sing57,,p1C3,p1C4,Fab22,20,1.50,2,250,0.0697,,,,,3.501E04,6.330E04,,,,,,,0.0425,0.0292,,,8.752E-03,1.582E-02,,,0.0425,0.0292,100.0,100.0,0.0548,0.9,59.0,41.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_011.frd,
x,43,#00A0E6,t1C2,FAB2G (Anti-Fab 2nd generation),,,N/A,p1C1,p1C8,Annui,,p1C3,p1C2,WT,20,1.09,1,250,0.3083,1.385E-12,5.148E-08,,8.519E-09,3.857E04,7.586E04,2.137E03,4.685E03,<1.0E-07,3.906E-03,,5.996E-04,0.2027,0.1383,0.0134,0.0122,9.642E-03,2.287E-02,,1.771E-03,0.2027,0.1147,100.0,82.9,0.2206,0.9683,59.0,41.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_011.frd,
x,44,#00A0E6,t1C2,FAB2G (Anti-Fab 2nd generation),,,N/A,p1C1,p1C8,Annui,,p1C3,p1C4,Fab22,20,1.50,2,250,0.417,1.186E-12,7.312E-08,3.687E-11,2.408E-08,4.068E04,4.117E04,5.788E03,1.040E04,<1.0E-07,3.010E-03,<1.0E-07,6.359E-04,0.2872,0.2028,0.0327,0.0336,1.017E-02,1.330E-02,1.448E-03,3.236E-03,0.2872,0.1569,100.0,77.4,0.2678,0.9829,59.0,41.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_011.frd,
x,45,#A65628,t1D2,FAB2G (Anti-Fab 2nd generation),,,N/A,p1D1,p1D7,Sing57,,p1D3,p1D2,WT,20,1.04,1,125,0.0088,,,,,8.689E05,3.500E06,6.213E10,3.309E11,,,<1.0E-07,<1.0E-07,0.005,0.0009,357.9444,88.8719,1.086E-01,4.375E-01,1.553E04,8.271E04,0.005,0.0009,100.0,100.0,0.0298,0.0202,84.0,16.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_012.frd,
x,46,#A65628,t1D2,FAB2G (Anti-Fab 2nd generation),,,N/A,p1D1,p1D7,Sing57,,p1D3,p1D4,Fab22,20,1.51,2,125,0.0329,,,,,8.067E04,1.226E05,3.057E10,3.931E10,,,<1.0E-07,<1.0E-07,0.0216,0.0153,8187.2563,4900.1352,1.008E-02,1.532E-02,7.643E03,9.828E03,0.0216,0.0153,100.0,100.0,0.0767,0.6177,59.0,41.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_012.frd,
x,47,#A65628,t1D2,FAB2G (Anti-Fab 2nd generation),,,N/A,p1D1,p1D8,Annui,,p1D3,p1D2,WT,20,1.10,1,125,0.1822,1.856E-12,2.495E-08,,5.731E-09,7.680E04,1.339E05,5.388E03,1.094E04,1.425E-07,3.340E-03,,7.170E-04,0.1193,0.0818,0.0118,0.0109,9.601E-03,2.007E-02,,2.084E-03,0.1193,0.0682,100.0,83.4,0.0872,0.966,59.0,41.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_012.frd,
x,48,#A65628,t1D2,FAB2G (Anti-Fab 2nd generation),,,N/A,p1D1,p1D8,Annui,,p1D3,p1D4,Fab22,20,1.51,2,125,0.2436,<1.0E-12,4.457E-08,<1.0E-12,9.694E-09,6.529E04,9.659E04,3.603E03,1.291E04,<1.0E-07,4.305E-03,<1.0E-07,7.388E-04,0.2152,0.0817,0.0099,0.0076,8.162E-03,1.638E-02,4.516E-04,2.352E-03,0.2152,0.0602,100.0,73.7,0.0921,0.9843,72.0,28.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_012.frd,
x,49,#E6007D,t1E2,FAB2G (Anti-Fab 2nd generation),,,N/A,p1E1,p1E7,Sing57,,p1E3,p1E2,WT,20,1.02,1,62.5,0.0185,<1.0E-12,1.358E-07,,8.359E-08,8.973E05,9.029E05,1.061E05,5.458E05,1.374E-07,1.226E-01,,1.432E-02,0.0093,0.03,0,0.0135,5.608E-02,1.790E-01,,4.843E-02,0.0093,0.0095,100.0,31.5,0.0231,0.6044,24.0,76.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_013.frd,
x,50,#E6007D,t1E2,FAB2G (Anti-Fab 2nd generation),,,N/A,p1E1,p1E7,Sing57,,p1E3,p1E4,Fab22,20,1.49,2,62.5,0.0281,,,,,2.310E05,1.074E06,,,,,,,0.0157,0.011,,,1.444E-02,6.711E-02,,,0.0157,0.011,100.0,100.0,0.061,0.4257,59.0,41.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_013.frd,
x,51,#E6007D,t1E2,FAB2G (Anti-Fab 2nd generation),,,N/A,p1E1,p1E8,Annui,,p1E3,p1E2,WT,20,1.08,1,62.5,0.1215,<1.0E-12,9.296E-09,<1.0E-12,1.787E-09,1.617E05,4.286E05,1.175E04,2.993E04,<1.0E-07,3.984E-03,<1.0E-07,7.134E-04,0.076,0.0522,0.0055,0.0057,1.011E-02,3.077E-02,7.367E-04,2.584E-03,0.076,0.0454,100.0,87.1,0.0583,0.9411,59.0,41.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_013.frd,
x,52,#E6007D,t1E2,FAB2G (Anti-Fab 2nd generation),,,N/A,p1E1,p1E8,Annui,,p1E3,p1E4,Fab22,20,1.50,2,62.5,0.1595,<1.0E-12,2.204E-08,<1.0E-12,1.846E-09,1.032E05,3.174E06,1.499E03,2.466E05,<1.0E-07,6.998E-02,<1.0E-07,2.187E-03,0.1867,0.0324,0.0013,0.0009,6.451E-03,2.684E-01,9.431E-05,1.760E-02,0.1867,0.024,100.0,73.9,0.0149,0.9929,85.0,15.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_013.frd,
x,53,#FF674D,t1F2,FAB2G (Anti-Fab 2nd generation),,,N/A,p1F1,p1F7,Sing57,,p1F3,p1F2,WT,20,1.03,1,31.3,0.003,,,,,1.049E08,1.480E07,,,,,,,0.0034,0.0023,,,3.279E00,4.624E-01,,,0.0034,0.0023,100.0,100.0,0.0253,,59.0,41.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_014.frd,
x,54,#FF674D,t1F2,FAB2G (Anti-Fab 2nd generation),,,N/A,p1F1,p1F7,Sing57,,p1F3,p1F4,Fab22,20,1.49,2,31.3,0.014,,,,,4.013E05,3.761E06,,,,,,,0.0105,0.0077,,,1.254E-02,1.175E-01,,,0.0105,0.0077,100.0,100.0,0.1145,0.1754,57.0,43.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_014.frd,
x,55,#FF674D,t1F2,FAB2G (Anti-Fab 2nd generation),,,N/A,p1F1,p1F8,Annui,,p1F3,p1F2,WT,20,1.09,1,31.3,0.073,<1.0E-12,7.016E-10,<1.0E-12,8.279E-11,3.150E05,5.490E06,8.839E03,5.617E05,<1.0E-07,3.852E-03,<1.0E-07,2.265E-04,0.0643,0.0155,0.0004,0.0006,9.844E-03,1.754E-01,2.778E-04,1.778E-02,0.0643,0.0152,100.0,97.8,0.0149,0.963,81.0,19.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_014.frd,
x,56,#FF674D,t1F2,FAB2G (Anti-Fab 2nd generation),,,N/A,p1F1,p1F8,Annui,,p1F3,p1F4,Fab22,20,1.50,2,31.3,0.0922,<1.0E-12,<1.0E-12,<1.0E-12,<1.0E-12,7.420E05,2.747E05,3.869E05,2.041E05,<1.0E-07,<1.0E-07,<1.0E-07,<1.0E-07,0.0383,0.0599,0.0509,0.0437,2.319E-02,8.583E-03,1.210E-02,6.381E-03,0.0383,0.0599,100.0,100.0,0.0349,0.9608,39.0,61.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_014.frd,
x,57,#BA52F0,t1G2,FAB2G (Anti-Fab 2nd generation),,,N/A,p1G1,p1G7,Sing57,,p1G3,p1G2,WT,20,1.03,1,15.6,-9.826E-04,,,,,3.199E05,3.199E05,0.000E00,0.000E00,,,<1.0E-07,<1.0E-07,0,0,,,4.953E-03,4.953E-03,0.000E00,0.000E00,0,0,,,0.0434,,,,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_015.frd,
x,58,#BA52F0,t1G2,FAB2G (Anti-Fab 2nd generation),,,N/A,p1G1,p1G7,Sing57,,p1G3,p1G4,Fab22,20,1.48,2,15.6,0.0123,,,,,1.475E06,6.198E07,,,,,,,0.0092,0.0067,,,2.305E-02,9.688E-01,,,0.0092,0.0067,100.0,100.0,0.1057,0.0313,58.0,42.0,C:\Users\Labuser\Desktop\Monica\Mahdi_Y_N\WT_Fab22_all_HA\Experiment_1\260209_015.frd,
